day,0,1,2,3,4,Long-Short
2024-12-27,-0.04938176217249311,-0.024312231116014275,-0.008122785973095036,0.006655324435957532,0.06596456137045897,0.11534632354295209
2024-12-30,-0.021294158362075707,-0.002422176040859304,0.00970519015060327,0.022878112764785696,0.07291011294273352,0.09420427130480923
2024-12-31,-0.013980976826818581,0.0014024425259011558,0.010650603570336538,0.020106766261374257,0.06686540108735742,0.080846377914176
2025-01-02,-0.023659221867521275,0.001118199610301952,0.0018045850465978964,0.009931378008614457,0.04606815140958556,0.06972737327710683
2025-01-03,-0.011306736073938988,0.007076647738031607,0.011727267023833506,0.017114527011177924,0.050864045292393134,0.062170781366332126
2025-01-06,-0.0025890653328040155,0.016646242880435685,0.01652449827321853,0.02607211152032643,0.05843524438366375,0.061024309716467766
2025-01-07,-0.01114774512812115,0.0025849653982533754,0.002787152173424579,0.01072693484572646,0.038729157042016446,0.0498769021701376
2025-01-08,-0.018443603041261757,-0.005122058873848567,-0.0035521799940524345,0.001773152162970746,0.027231052608497477,0.045674655649759234
2025-01-09,-0.014979496217540657,-0.006257346295650037,0.0003475862236500222,0.001945224948531632,0.016266106103710348,0.031245602321251006
2025-01-10,0.000733067724966763,0.009306499154394856,0.008278335792628225,0.005944041188760441,0.02426256397516516,0.023529496250198397
2025-01-13,-0.0026071119092714486,0.00906617510376419,0.010689512172727917,0.00990986021122879,0.028311724798927577,0.030918836708199025
2025-01-14,-0.00543027016036655,0.002845102764668958,0.0048475586619636055,0.0057160379505322954,0.02182496141051662,0.027255231570883172
2025-01-15,-0.013595543601523336,-0.00795709629389878,-0.0031718340485051306,-0.00017271300758547423,0.02147186332160671,0.03506740692313005
2025-01-16,-0.025882775827586114,-0.01183570507222537,-0.006609390112294257,-0.0006379929368639535,0.024444479370639285,0.050327255198225396
2025-01-17,-0.008578301540974375,0.002566492661844724,0.0014383278382877416,0.012743503152582715,0.03830650884592577,0.04688481038690014
2025-01-20,-0.007863388550976281,-0.0016117571226884554,-0.0018019038312902657,0.009861794654009203,0.03648184007133196,0.04434522862230825
2025-01-21,-0.007070490216993818,-0.0013124370822807476,0.0014135795658391116,0.01119974302819813,0.036398630297838026,0.043469120514831844
2025-01-22,0.004760959316449936,0.004166894476146917,0.0029314801584375168,0.015646100791953152,0.03322979032907287,0.02846883101262293
2025-01-23,0.01162466498612863,0.0045760189524092785,0.005481148218085353,0.010466862729477397,0.02877886207733811,0.01715419709120948
2025-01-24,0.013523254045120857,0.007911561357232196,0.005465989623840797,0.011833179672064872,0.022268198149555368,0.00874494410443451
2025-01-27,0.01693230428741875,0.009832878466570823,0.007686665216488109,0.008430952479621586,0.01851010244184105,0.0015777981544222996
2025-02-05,0.012343538601577664,-0.000688762316538608,-0.00018573837782040486,0.004924378121184539,0.022511375262284247,0.010167836660706583
2025-02-06,0.025431169478671693,0.010072576393507851,0.008709544104744945,0.014026115818944985,0.02100697014544511,-0.004424199333226582
2025-02-07,0.020805494727517106,-0.003589081220887821,0.0028365865190928905,0.004146950074703026,0.022129288492621503,0.0013237937651043967
2025-02-10,0.019048093904259964,-0.00404811170198001,0.0005206848439808131,0.00296656092396025,0.016080013609176318,-0.0029680802950836464
2025-02-11,0.017165674108869315,0.0006349204365305011,0.004531569069018732,0.00850779890207114,0.024993642057777755,0.00782796794890844
2025-02-12,0.024704645872181845,0.010951321848417364,0.011155347379154348,0.012264630192879407,0.025385237523982956,0.0006805916518011108
2025-02-13,0.022649800908764436,0.019191887352569003,0.016157029142548816,0.01615650518125167,0.02913282151238678,0.006483020603622342
2025-02-14,0.013279792824170545,0.026065402659170053,0.025586451386214456,0.020808982694312715,0.031086489839173146,0.0178066970150026
2025-02-17,-0.0025648528787831173,0.011659483573378857,0.014217797341320722,0.01577087829226796,0.023435485611169912,0.02600033848995303
2025-02-18,0.014607702903043661,0.0216727688473379,0.022127326642871075,0.018564693301514834,0.024582712897061466,0.009975009994017806
2025-02-19,0.010526578389798903,0.019852753012488806,0.015705531371100392,0.019619055290245158,0.021833601970724738,0.011307023580925835
2025-02-20,0.015340173829146172,0.013361741531875884,0.012358944588372561,0.007635754323630477,0.012133261076364291,-0.0032069127527818812
2025-02-21,0.01519297118383065,0.018481873465350417,0.025868982648958413,0.01711133469428129,0.02701619627457603,0.011823225090745381
2025-02-24,0.01809253077287849,0.02263368661252419,0.019375758448259565,0.018690924566248886,0.023989076210038245,0.005896545437159756
2025-02-25,0.006019754381463093,0.01376119077652902,0.013628900860523648,0.015546791721713997,0.020617637779613122,0.01459788339815003
2025-02-26,0.009085876860438035,0.01923520332697867,0.01409367870722967,0.016440986978145684,0.02270205083195436,0.013616173971516326
2025-02-27,-0.008275603448464088,0.014307007229824394,0.010434123893154363,0.015186293115373629,0.024628279034156087,0.032903882482620175
2025-02-28,0.0017586988527122282,0.0212980887705915,0.01619754560288901,0.013179768105833949,0.014834951186952819,0.01307625233424059
2025-03-03,0.008936251713567031,0.02029596892229858,0.02133015578747836,0.017827057440237177,0.017608895502837982,0.008672643789270951
2025-03-04,0.009721470968886434,0.01566334101423406,0.013835526923230645,0.015277193770894744,0.02087204971375238,0.011150578744865946
2025-03-05,0.005325586816447505,0.01286754624044823,0.01435330593797585,0.017306168524491797,0.02880062849200917,0.023475041675561664
2025-03-06,0.001966197481987571,0.011974633026565082,0.023585388979762627,0.028690636295053827,0.03733304303557185,0.03536684555358428
2025-03-07,-0.005871401642831838,0.006338697227231736,0.022260614483637198,0.03179221959709542,0.03846640907516856,0.0443378107180004
2025-03-10,-0.02575095022581168,-0.01316550697880422,0.0028897675274680273,0.01403522640583811,0.02418216997484902,0.0499331202006607
2025-03-11,-0.03252112416919645,-0.016673546322446244,0.005001630833205696,0.01994427329519481,0.029473388884669872,0.061994513053866315
2025-03-12,-0.03237786845005583,-0.011526378395348228,0.009763803256807436,0.021211695418362035,0.03660156853031539,0.06897943698037122
2025-03-13,-0.02781599914502137,-0.014869948749328512,0.006742968254865093,0.016671191244457793,0.027938914198133404,0.05575491334315477
